feedback_text,emotion_label
Concern po kami sa mga batang lagi na lang naglalaro sa malapit sa bypass road ng Anonas. Wala pong bakod o harang na nagpoprotekta sa kanila mula sa mabilis na mga sasakyan. Nanalangin na lang kaming walang masama ang mangyari.,sad
"Hindi na kaya ng aming mga magulang na matatanda na lumayo para sa kanilang maintenance check-up sa CHO. Malayo ang layo, mainit, at puno ng tao. Sana magkaroon ng outreach program na makakarating sa amin dito sa Sugcong. 😔",sad
"Hello po. Gusto ko lang pong idulog ang babuyan po dito sa Zone 2, Cavirayan, Brgy. Catablan. Sobrang nakakaperwisyo na po yung amoy ng mga baboy nila. Kawawa na po kaming mga nakakaamoy. Madami pong bata dito at mga matatanda, iniisip po namin ang aming kalusugan. Hoping na maaksyunan ng Department of Agriculture ng Urdaneta, Department of Sanitation or kahit anong sektor na may kinalaman sa mga hayop, kalinisan, at kalusugan. Nawa po ay matulungan niyo kami na makaabot ito sa mga kinauukulan at maaksyunan na po itong matagal na po naming problema.",sad
Napaka-ganda ng ginawa ng LGU para sa mga bata sa Pinmaludpod — ang fun day na yun sa library napakahalaga. Salamat sa mga nag-organisa nito. Sana maulit pa! 😊👏,grateful
"Attention: signboard in the builing in front of Urdaneta Central School 📢
Baka pwedeng paki-check or paki-secure po 'yung signboard niyo. Medyo malakas po ang hangin at delikadong may mabagsakan, lalo na't tapat ito ng school maraming dumadaan sa area na yan
Prevention is better than cure para iwas-aksidente tayo. Thank you po!",satisfied
Mag babagong taon na Ang baho Ng bagsakan sobrang sakit na sa ulo amoy Ng basura. Ayaw hakotin Ng mga basurero. Nag tuturoan lahat Ng mga nag hahakot Ng basura.,angry
Pormal na reklamo sa CHO Urdaneta — ang gamot na binibigay sa mga pasyente ay malapit na o lampas na sa expiration date! Hindi ito katanggap-tanggap! Ito ay may kinalaman sa buhay ng mga tao! Aksyunan agad ang responsableng opisyal! 😡,angry
"Sent a message to POSO Head Francisco Serafica regarding a road obstruction in Brgy. Nancamaliran East, and the response was instant! The area is now cleared and safe for all Kailyans to pass through. Kudos to the POSE office traffic division team for the quick turnaround!",grateful
"Hindi ko inasahan na mabilis mag-respond ang barangay nung nag-report kami ng butas na gravel road sa interior. Kinabukasan ay ayos na! Grabe, salamat po kapitan! 😊👏",grateful
Maraming salamat po sa POSO office na agad na aksyunan ang nahalugpong na fence sa tapat ng Urdaneta Central School. Kaligtasan ng mga bata ang priority nila. Appreciate it! 👏🙏,grateful
"Ang WALANG PAKIALAM ng aming barangay sa patuloy na illegal na operasyon ng isang establishment dito sa Zone 2 Palina ay hindi na matatago! Nagbabayad sila ng protection? Kung hindi, bakit pinahihintulutan ito?! May suspetsyosong korupsiyon dito! 😡",angry
Suggest ko lang po na magkaroon ng weekly market sa Brgy. Catablan. Malapit na sa sapat ang populasyon at malayo pa ang palengke. Makakatulong ito sa mga residente at vendors. Salamat po! 🙏,satisfied
"Hello po. Gusto ko lang pong irekomenda na magkaroon ng Senior Citizens lane sa City Hall para hindi na sila maghintay nang matagal. Kawawa naman sila — matatanda na, hirap na tumayo nang matagal. 🙏",satisfied
Mahirap na po ang sitwasyon ng aming kapit-bahay na naparalysado — hindi siya makaabot sa rehabilitation center dahil sa masamang kondisyon ng daan dito sa aming barangay. Sana mapagtuonan siya ng espesyal na pansin.,sad
GALIT NA GALIT AKO! Nag-report kami ng illegally parked truck sa harap ng fire station — nagharang sa fire truck! Binweltahan kami ng opisyal na para kaming nagkasala! Ano ba kayo?! Kaligtasan ng tao ang nasa panganib!,angry
Hello po! Pakicheck naman po yung mga playground equipment sa city park ng Urdaneta — may sira na pong ilan na maaaring makapinsala sa mga bata. Sana maayos o mapalitan. Salamat! 🙏,satisfied
Suggest ko po sa mga barangay officials ng Sugcong na mag-implement ng no-littering policy. Maraming plastic ang naitipon sa kanal namin kaya nag-aapaw lagi pag umuulan. Sana maaksyunan. 🙏,satisfied
"PORMAL NA REKLAMO: Ang sistemang paper-based ng City Hall para sa mga permit ay luma at hindi na epektibo — naghihintay ang mga negosyante ng ilang araw para sa simpleng dokumento. Sayang ang oras, sayang ang kita! Dapat modernisahin na agad ito! 😡",angry
Sa mga larawang ating natanggap mula kay Brgy Chairman ay isinaayos na kahapon ng ilang kawani ng brgy ang irinereklamong puno at sa mga susunod ba araw naman ay isusunod ang kalsada.,angry
i like the city because kompleto ito sa mga necessities na kailangan ng mga tao,sad
"Madaming mall sa Poblacion pero ang kalsada di tugma. Bako bako, at sira sira na ang aspalto.

Di ba pwedeng maayos ang kalsada? Lalo na doon sa likod ng Magic at kalsada bandang OLLA na laging binabaha. Di na rin binalikan iyong pagtaas ng kalsada sa Burgos St.",angry
goodmorning po. suggest ko lang po sana na mabigyang pansin pa po yung mga nasa looban dito sa palina west kasi parang wala pong umaabot na tulong dito sa panahon ng kalamidad. salamat,satisfied
Napaka-ayos ng service ng bagong trash segregation program ng LGU dito sa Nancamaliran West! Natutuwa kaming sumunod at mas maayos na ang aming lugar. Maraming salamat! ♻️😊,grateful
"Meron pong na disgrasya kanina brgy, mabanogbog pa paki Sabi po Sana walang masyadong ilaw sa parteng daanan na Yun tuwing gabi, sa brgy mabanogbog, wag po Sana pakita Yung profile ko thank youu",grateful
Salamat po sa agarang paglilinis ng area sa Nancamaliran. Malaking tulong po ito sa kalinisan at kaayusan ng lugar. Sana po ay tuloy-tuloy na ito.,grateful
Big kudos sa City Engineering Office ng Urdaneta sa pagpapatayo ng mga bagong basketball court sa Zone 2 Palina. May lugar na ang kabataan namin para maglaro nang ligtas. Salamat! 🏀🙏,grateful
"Concern lang po sana dito sa San Vicente, papunta po itong Cayamabanan. Ang dami po kasing aso sa kalsada, umaga at gabi. Two weeks ago, muntik na kaming ma aksidente dahil bigla silang tumatawid.",sad
Nakalaylay kalble ang bigat.anytime bibigay na,sad
Salamat po sa agarang aksyon ng PANELCO III pagkatapos naming i-report ang naputol na kable sa aming kalsada. Hindi kami pinabayaan. Malaking bagay yun para sa aming kaligtasan. 🙏,grateful
"Calling the attention of the TELCO sa Urdaneta City Not sure if anong telco ang mayari nito pero long gone na si Uwan pero yung linya nyo nakabalagbag pa rin sa gitna ng kalsada, anong hihintayin nyo may madisgrasya pa muna bago nyo tuluyang alisin ang mga putol ng linya?",satisfied
Sobrang lungkot ng nangyari sa aming katabing pamilya na nawalan ng bahay dahil sa sunog. Hindi kami sigurado kung saan sila pupunta. Umaasa kaming may makakatulong na organisasyon o LGU sa kanila. 😔,sad
"Napakahiya ng ginawa ng contractor ng kalsada sa Brgy. Bolaoen — tatlong buwan pagkatapos ng 'pag-ayos', sira na naman! Pag-aralan ang kalidad ng ginamit na materyales! Malinaw na may panloloko dito! Aksyunan na ng DILG! 😡",angry
Nakakaalarm na ang patuloy na pagbaba ng water pressure dito sa Bactad West — minsan halos wala na kaming tubig sa gabi. Sana mapagtuonan na ng POSO ang aming sityo. 😔,sad
Ilang beses na naming sinabi sa aming kapitan tungkol sa basurahan sa tapat ng barangay hall — walang aksyon! Tanga ba o tamad? Trabaho niya yan! Bayad siya ng bayan para maglingkod! Sana imbestigahan na ito ng mas mataas na opisyal!,angry
Shout out sa fire station ng Urdaneta — ang bilis ng response nila nung may sunog sa katabing purok namin. Naapula bago pa man kumalat. Salamat sa lahat ng bumbero! 🔥🙏,grateful
Pasasalamat po mula sa mga residente ng Zone 1 San Vicente sa pagpapadala ng medical team ng CHO para sa aming mga matatanda na mahirap na lumayo. Salamat po sa pagmamalasakit! 🙏,grateful
Nagpapasalamat po kami sa mga pumalong pangkat mula sa POSO para linisin ang naharang naming drainage pagkatapos ng bagyo. Hindi kami naiwan. Thank you po sa inyong serbisyo!,grateful
Pakiseguro naman po na gumagana ang lahat ng public CCTV cameras sa Urdaneta. Marami na po kasing hindi gumagana — nakikita namin sa gabi na walang lensang gumagana. Sana maaayos agad. Salamat!,satisfied
Binugbog ako ng misis ko.,angry
"Pashout out naman sa staff ng CHO Urdaneta yong lalaking matangkad na payat nagbibigay ng form at kumukuha ng kilos and height!! Kagagaling lang namin ngpacheck up ng anak ko grabeng pagsusungit natanggap ko sa taong yan! Hindi lang once ah kasi galing din kami ng barkada ko last week don at grabeng umattitude yang lalaking yan!! Kanina kasama ko anak ko habang humihingi ako ng form tinanong agad kilos and height namin pero diko alam agad agad niyang sinabing dapat tandaan namin kilo namin, kaya nga may kilohan kayo sa tabi ng lamesa niyo para kuhanan kami ng kilos at height bakit niyo kami tatanongin na kung di namin alam kayo mag aattitude? Eh trabaho mo yan diba?!",angry
"Attention po sa mga may-ari ng tindahan sa tapat ng Urdaneta City Hall — pakiusap po wag nang magtayo ng mga istante sa labas ng sidewalk, nakakasikip po sa daanan ng mga tao. Thank you!",satisfied
Saludo po kami sa ating mga pulis ng Urdaneta PNP na walang pagod na nagpapatrolya kahit gabi na. Safe ang pakiramdam namin dahil sa inyo. Maraming salamat! 🙏,grateful
Grabe ang kapal ng mukha ng mga nagpapalusot na opisyal ng barangay namin — kahapon lang nag-post ng 'we are working on it' pero ito ay pito nang linggo mula ng una naming reklamo! Ano ba ang 'working on it' para sa inyo?! 😤,angry
Hello po. Gusto ko lang po ipaabot na yung public CR sa may Urdaneta Central School ay kulang at hindi maayos ang kalinisan. Sana bigyan pa ng budget para ma-maintain. Maraming salamat po! 🙏,satisfied
"Napapansin po na may mga ginagawang pag-aayos sa kalsada sa Brgy. Nancalobasaan
Sana po ay matapos agad ang mga harang tulad ng mga bato at maging mas maayos, maluwag, at ligtas ang daanan para sa lahat. Salamat po.",grateful
"Nagkaroon ng wildfire sa Zone 1, Calegu, Brgy. Catablan, Urdaneta City bandang alas tres ng hapon. Maraming salamat sa mabilis na pagresponde ng ating mga bombero, kapulisan, at ng Brgy. Catablan Council sa pangunguna ni kagawad Pioquinto upang agad na maapula ang apoy at mapanatili ang seguridad ng lahat. Mag-ingat po tayong lahat!",grateful
Suggest ko lang po na maglagay ng additional covered waiting area sa Urdaneta bus terminal — pag umuulan walang masisilungan ang mga pasahero. Simple lang na improvement na malaki ang maitutulong. Salamat po!,satisfied
Reklamo namin ang kabastusan ng ilang traffic enforcer sa Nancayasan na kumukuha ng pera mula sa mga motorista nang walang opisyal na resibo! Ito ay tahasang korupsiyon at hindi namin ito titiis! Sasangkot kami ng COMELEC at DILG! 😡,angry
"Magandang umaga po. Gustong-gusto ko yung bagong park sa Nancayasan — may halaman, may upuan, malinis. Salamat sa city na nagbigay ng ganitong lugar para sa aming komunidad! 🙏",grateful
Appreciation post po ito para sa aming mga garbage collectors ng Urdaneta. Rain or shine narito sila. Hindi madaling trabaho pero lagi nilang ginagawa nang maayos. Kudos! 💪,grateful
Keep safe po tayong lahat lalo na sa mga bumabaybay sa Nancamaliran West Zone 2 dahil may naitalang road mishap kaninang 8:40 ng gabi kaya mag-ingat po kayo palagi mga Kailyans.,sad
Thank you po sa City Disaster Risk Reduction office ng Urdaneta sa mabilis na pagtulong nila nung binaha ang aming barangay. Nakakaantig sa puso ang tumulong kahit gabi pa yun. God bless po kayo! 🙏,grateful
Maraming salamat sa ating mga pulis sa walang sawang pagpapatrolya sa mga bypass at barangay Hall. Nakakampante ang mga mamamayan dahil sa inyong presensya at pagpapanatili ng kaayusan.,grateful
Suggest ko lang po magdagdag ng benches at shade sa Rizal Park ng Urdaneta. Maganda na ang park pero kulang pa ang upuan lalo na sa weekend na maraming naglalaro at nagliliwaliw. Salamat po!,satisfied
Sobrang hirap na po ng mga matatanda namin dito sa Cayambanan na lumakad papunta sa kanilang check-up. Ilang oras na nilang paglalakad sa araw na init-init. Sana may mobile clinic na makakarating sa amin. 😔,sad
Pakibisita naman po ang may Nancamaliran West Zone 3 — may nakatambak na construction materials sa kalsada ng ilang linggo na. Nakakasikip po at delikado sa mga motorsiklo. Sana maaksyunan. Salamat po!,satisfied
"Suggest ko lang po na maglagay ng additional street lights sa Cayambanan interior road. Madilim po talaga pag gabi, nakakadismaya po para sa mga commuters. 🙏",satisfied
"Pakibisita naman po yung may aksidente kanina sa Bypass Road ng Anonas, may lubak pong malaki sa kanan na hindi makikita ng mga motorista sa gabi. Sana maaksyunan bago pa maulit. Salamat po!",satisfied
"Mahirap na po ang buhay dito sa loob ng Palina West — ang daan puno ng burak tuwing umuulan, hindi na makarating ang mga sasakyan, at ang aming mga bata ay hindi na makapunta sa eskwela minsan. 😔",sad
Delikado na po ang kalsada dito sa Brgy. Sugcong Zone 3 — malaking butas sa gitna mismo ng daan at wala pong babala o warning sign. Nagkaroon na po ng muntik na aksidente kanina. Sana maaksyunan agad. 😟,sad
bastos employee sa CHO,angry
"Concern taga gracia village lang po. ilang beses na kasi may nahuhulog na motor sa part na ito. gracia village palabas ng bypass nancayasan, kanina po may tinulungan akong magjowa na nahulog knina. sana okay lang sila at hindi napilayan, sana po magawa ng sign o harang o ano paman na paraan sana. lagi kasi talagang may nahuhulog sa part na yan.",sad
Sobrang thankful po namin dito sa Brgy. Pinmaludpod sa mabilis na pagtugon ng barangay officials namin nung may sunog sa katabing bahay. Hindi kami nag-iisa. Salamat po!,grateful
"sa aming compound kunting ulan lang ay baha na dahil tinabunan na ang mga kanal na dapat sanang daluyan ng tubig, pwede naman sanang tinakpan nalang yung mga kanal. Maganda sana yung project na pagpapaganda at pagpapatibay ng kalsada pero babahain naman po kami. Dapat masolusyonan ito kaagad kung hindi malaking perwisyo ito sa mga susunod pang BUWAN, TAON O DEKADA, lalo na sa panahon ng tag-ulan. Nakakalungkot lang na parang hindi ata inisip ang mga mamamayan na maapektohan nito. SANA MAPUNA ITO NG ATING MGA HON. GOVERNMENT OFFICIALS. MARAMING SALAMAT PO.",grateful
Suggest ko po na agad tanggalin yung mga kable sa kalsada dahil sobrang delikado ito at pwedeng magdulot ng aksidente. Sana lagyan muna ng warning habang hindi pa naaayos at magkaroon ng proper monitoring moving forward.,sad
Pakiusap sa mga nag-iingat ng alagang manok sa Brgy. Anonas — pakipatungan naman ang mga manok nyo sa gabi. Lagi pong tumatawid sa kalsada at nagdudulot ng aksidente sa mga motorista. Salamat!,satisfied
Thank you po sa aming Brgy. Captain sa Nancamaliran East na personal na bumaba para bisitahin ang aming sityo pagkatapos ng pagbaha. Naramdaman namin na may nagmamalasakit sa amin. 🙏,grateful
Shout out sa mga nursing student volunteers mula sa UP sa Urdaneta na nagsagawa ng libreng BP monitoring at konsultasyon dito sa Bolaoen. Malaking tulong po sa aming mga matatanda. Salamat! 😊,grateful
Hello po. May iminumungkahi lang akong greenery program para sa mga pangunahing kalsada ng Urdaneta. Mas maganda at mas malinis ang dating ng lungsod kung may mga puno at halaman sa tabi ng daan. Sana mapag-aralan ng LGU. 🙏,satisfied
baho ng mga tae sa harap ng brgy hall namin sa palina east,angry
Maraming salamat po sa speed ng pag-respond ng Urdaneta DRRM nung bagyuhin tayo last week. Walang iniwan na mga kababayan natin sa evac centers. Tunay na gobyernong makatao. 🙏,grateful
Maraming maraming salamat sa Barangay Catablan officials lalo na kay Kagawad Pioquinto sa pagtulong at pag-organisa ng tulong para sa aming mga kababayan na nasunugan. Inaalala ninyo kami. 🙏,grateful
Sana po ay maglagay ng pedestrian lane dito sa may Urdaneta City National High School. Maraming estudyante ang tumatawid doon at delikado dahil mabilis ang mga sasakyan. Salamat po,grateful
Ayaw ko na! Tatlong beses na akong pumunta sa City Hall para sa aking business permit at tatlong beses na akong pinabalik-balik! Hindi ba maliwanag ang mga requirements?! O sinesadya nila para manghi?! Kahiya!,angry
"Baka makatulong po, ang lugar na ito sa Ambrosio ay nagiging public CR na. Sobrang baho po sa area. Baka may magawa po ang city na paraan para maiwasan na ang ganitong sitwasyon.",angry
grabe mga tricycle driver dito sa bolaoen mahal magsingil,sad
"AERIAL UPDATE: This bird's-eye view shows the extent of the grass fire behind Siagon Bldg. near AGL Subdivision, Brgy. Nancayasan. From this perspective, we can see the affected area. We urge all Kailyans to avoid the area to ensure the safety of our emergency responders and the community.",sad
Hindi pa rin naaayos ang naputol na electric post sa Zone 2 Catablan — naka-dangle na lang ang mga kable at malapit na sa kalsada. Grabe ang takot namin na may matamaan kahit sino. Araw na lang ang pangako na aayusin.,sad
Attention sa mga nagmamaneho ng habal-habal dito sa Sugcong interior — pakiusap pong sumunod sa traffic rules. Madalas na dumating ang reklamo ng mga residente tungkol sa mabilis na pagmamaneho. Pakikinig sana. Salamat!,satisfied
Grabe ang ganda ng bagong foot bridge sa Nancayasan — hindi na kami nanganganib tumawid sa mabilis na trapiko. Salamat sa LGU at kay Congressman sa proyektong ito! 🙏👏,grateful
Hindi pa rin natatapos ang nasirang tulay sa Zone 3 Nancamaliran na inaayos nang nakaraang buwan — mahirap na ang buhay ng mga residente roon na kailangang umikot ng malayo para makarating sa kanilang trabaho. 😟,sad
Ilang beses na po kaming nagreklamo tungkol sa baha dito sa Barangay Pinmaludpod Zone 4 tuwing umuulan pero wala pa ring aksyon. Hanggang sa tuhod na ang tubig sa loob ng aming bahay. Sana po makinig na ang LGU sa aming hinaing.,angry
Sana mag-dagdag ng public CR ang LGU sa may palengke ng Poblacion.,grateful
FORMAL COMPLAINT: Ang baho at dumi ng public toilet sa may Urdaneta market ay hindi na katanggap-tanggap! Buwis ang binabayaran namin para sa maayos na serbisyo! Hindi para doon sa CR na mas masama pa sa ilang! Aksyunan na ito ng City!,angry
Nakakaawa na ang lagay ng mga ambulant vendor sa Urdaneta market — pinapalayasin sila kahit wala namang ibang alternatibong lugar para sa kanila. Saan pa sila mapupunta? Mga buhay din yun at kabuhayan. 😟,sad
Pakibalita naman po sa PANELCO III na ilang linggo na walang ilaw ang poste sa Zone 1 Palina West. Madilim po talaga at nakakagulat pag nagtatrabaho sa gabi. Sana ayusin po agad. Salamat!,satisfied
Attention sa mga residente ng Bactad West — pakiusap ayusin ang inyong pagtatapon ng basura. Huwag na po sa ilog at sa gilid ng kalsada. May tamang basurahan po. Pakikinig sana. Salamat!,satisfied
"hindi po makadaan ang kahit anong sasakyan dito sa zone 3, Brgy. Macalong Urdaneta City going to tiposu road po ito.",sad
"idol baka mapansin sana to, ang baho kasi ng tubig na yan na naka stock galing yan don sa PEREZ SOUTH STREET idol may kumakatas na hose ng nawasa.",angry
"Hindi na tinatanggap ng aming puso ang kalagayan ng bypass road sa Urdaneta — sira, puno ng lubak, walang ilaw, at patuloy na nagdudulot ng aksidente! Ilang buhay pa ang kailangan bago gawin ng mga opisyal ang kanilang trabaho?! 😡",angry
Reklamo namin ang gawi ng garbage collectors na minsan ay iniiiwan ang ilang sityo sa Catablan! Nagbabayad kami para sa serbisyong ito! Kailangan naming makita ang accountable na pagkolekta ng basura! Sana imbestigahan ang pangkat na ito!,angry
"Napansin namin na may mga bagong traffic enforcers na naka-deploy sa main intersections ng Urdaneta — malaking improvement, mas maayos na ang daloy ng trapiko. 👏 Sana i-extend pa ang deployment sa Bypass Road at Nancamaliran area, doon pa rin grabe ang trapiko lalo na rush hour. 🙏",satisfied
"Puro salita lang ang mga opisyal namin — pangako ng pangako bago eleksyon, pagkatapos wala na! Ilang taon na ang lumipas at sira pa rin ang kalsada sa aming barangay sa Zone 4 Nancamaliran! ENOUGH NA!",angry
Grabe ang kapal ng mukha ng mga barangay opisyal namin sa Palina East — nagpapasimpleng hindi nila nakikita ang problema ng basura sa aming lugar pero nakikita namin silang naka-tarpaulin sa lahat ng sulok! Para sa susunod na eleksyon na yun! 😡,angry
daming requirements dito sa city hall kelan ba magbabago ang bulok na sistema niyo dito,angry
Maraming salamat po sa mabilis na pagresponde at pag-ayos ng mga naputol na kable matapos tamaan ng truck. Malaking tulong po ito para maiwasan ang aksidente at masigurong ligtas ang mga dumadaan.,grateful
"Nakakagalit ang empleyado ng CHO na nag-aaksaya ng oras sa cellphone habang matagal na ang pila ng mga pasyente! Trabaho niya yun, may oras para doon! Hindi serbisyo publiko ang ibig sabihin ay libreng pahinga sa opisina! 😡",angry
"Yung business permit renewal sa city, grabe ang pila — naghintay ako ng halos 4 hours para lang sa isang dokumento. Sana mag-implement na ng online system o dagdagan ang windows para mapabilis ang proseso. Oras din ang puhunan ng mga negosyante eh. 🥴",satisfied
Attention sa mga nagbebenta ng pagkain sa harap ng Urdaneta City Hall — pakiayos po ng inyong mga tinda pagkatapos ng araw. Naiwan kayong mga basura at nakakaaliw sa lugar. Pakiisip po nito. Salamat!,satisfied
Shout out sa ating mga garbage collectors na tinitiyak na malinis ang ating mga kalsada at maayos ang pagkolekta ng basura sa bawat kanto.,sad
Nagpapasalamat po kami sa City Health Office ng Urdaneta sa libreng check-up na kanilang isinagawa dito sa aming barangay. Malaking tulong po lalo na sa mga matatanda namin na hirap lumayo. Maraming salamat po! 🙏,grateful
ang mahal ng singil sa tricycle lalo na kapag gabi,sad
"baka pwede daw po paaksyunan ang Naipon na basura. Hiling din sana yung may ari ng kawayan ay alisin yung mga kawayan para mkadaloy ng maayos. 𝐓𝐔𝐏𝐀𝐃 𝐦𝐞𝐦𝐛𝐞𝐫𝐬, its your time to shine",satisfied
Natatakot na ang aming mga bata na lumabas ng bahay dahil sa mga stray dogs sa Zone 1 Cayambanan. Tatlong beses na kaming naka-miss encounter — sana maaaksyunan na ito ng barangay. 😔,sad
Salamat po sa LGU Urdaneta sa paglalagay ng mga bagong traffic signs sa Nancayasan bypass area. Mas maayos na at mas ligtas ang daan. Kudos! 🙏,grateful
Hello po! Baka pwede pong makipagtulungan ang LGU Urdaneta sa mga school para sa regular na disaster drill sa mga bata? Malaking bagay ito para sa kaligtasan ng ating kabataan. Sana mapag-isipan. Salamat! 🙏,satisfied
"Nahirapan po ang aming mga kapitbahay na may sakit na luma-labas para makuha ang gamot nila sa CHO — malayo, mainit, at mahirap lumaban sa pila. Sana mayroon pang community health worker na makakarating sa amin.",sad
"Reklamo ko po ang empleyado ng POSO office na nang-iinsulto sa mga pumupunta para sa proseso ng tubig connection. Hindi lang isang beses, nangyayari ito palagi! May karapatang igalang ang mga mamamayan! Dapat aksyunan na ito!",angry
"UPDATE MALINIS NA PO 
at wala ng nakaharang ng mga nakaparada sa tapat ng Sub station",sad
Bastos na naman ang guard sa City Hall kanina — hindi naman sila mabait pakitunguhan ang mga pumupunta para sa aming mga transaksyon! Trabaho nila yun! Parang palagi nilang nakalimutan yun!,angry
Concern ko lang po ung mga aso sa may brgy bayaoas po sa may abot.wag po sanang hayaan na nkakawala Ang mga aso natin Kasi nakaka perwsyo po nadisgrsya po Asawa ko kanina dun habang papauwi sna nmn po pag mag aalaga ng aso alam nyo po oblogasyon nyo para di nakaka perwsyo ng ibang tao. salamat po.,grateful
"Napaka-linis na ng area sa tapat ng Urdaneta City Hall ngayon — maayos, walang basura, maliwanag ang ilaw. Ramdam ang pride na taga-Urdaneta ka. Salamat sa mga nagtatrabaho para dito! 🏙️👏",grateful
"Hindi ko matanggap ang walang malasakit na sagot ng aming barangay kapitan nung kinausap namin siya tungkol sa basura — 'Yun ang trabaho ng city, hindi namin.' Ano ba?! Trabaho ninyo ang komunidad na ito! Wag kayong magpalbo! 😡",angry
Pakiusap po sa mga may-ari ng aso dito sa Poblacion — itali po naman ang inyong mga alagang hayop lalo na pag gabi. Nakakatakot po para sa mga nagtatrabaho sa gabi. Salamat sa pakikinig! 🙏,satisfied
Sana po na agad palitan at ayusin yung naputol na electric post dahil delikado na naka-support lang sa kable. Sana lagyan muna ng warning habang hindi pa naaayos fully.,sad
"Subject: Formal Complaint regarding Road Obstructions along McArthur Highway, TPLEX Exit, Brgy. Anonas, Urdaneta City Nais ko pong ireklamo ang pagkakaroon ng mga structures/tents sa gilid ng McArthur Highway, partikular sa TPLEX Exit sa Anonas. Napansin ko po, base na rin sa video na aking kalakip, na ang mga nasabing structure ay sumasakop na sa kalahati ng outer lane. Ito ay nagdudulot ng mga sumusunod:Panganib sa Motorista: Pinipilit ang mga sasakyan na lumipat ng lane nang biglaan, na maaaring magresulta sa aksidente (road hazard).Violation ng DILG MC 2019-121: Ang kalsada ay dapat para sa mga sasakyan at tao lamang, at hindi dapat tinatayuan ng anumang harang.Bagama't nauunawaan ko ang pangangailangan para sa mga checkpoints o tambayan ng mga awtoridad, naniniwala po ako na dapat itong ilagay sa ligtas na lugar na hindi nakakasagabal sa daloy ng trapiko.Umaasa po ako sa inyong mabilis na aksyon upang mapanatiling ligtas ang ating mga kalsada.",angry
Napakalaking bagay yung binigay ng LGU na libreng bakuna para sa aming mga alagang hayop. Salamat sa City Veterinary Office ng Urdaneta! Responsableng gobyerno ito! 🐕🙏,grateful
Gudmorning sir...Wala na kayang solusyon yang umaalingasaw na basurahan jan sa Urda abot na d2 sa Tebag East Sta Barbara ang amoy kada umaga d na kme makatambay makapag kape sa terrace kasi grabe ung amoy kada umaga..,sad
Suggest ko po na linisin agad ang gilid ng bypass sa Nancamaliran at lagyan ng trash bins at warning signs para maiwasan ang pagtatapon ng basura. Sana rin magkaroon ng regular monitoring para hindi na ito maulit.,satisfied
Suggest ko lang po na mag-install ng shade o awning sa waiting area ng Urdaneta provincial bus terminal. Sobrang init po dun lalo na pagtaas ng tanghali. Pakisaalang-alang. Salamat!,satisfied
"Grabe ang improvement ng pagkolekta ng basura dito sa Anonas nitong mga nakaraang buwan. Regular na, hindi na kami nagtatagal matagalang basura. Salamat po sa LGU! 😊",grateful
Pakiayos naman po yung fence ng basketball court sa Zone 3 Bactad East — may naputol na poste at delikado na ang court. Mga bata po ang gumagamit nyan. Sana maaksyunan agad. Salamat!,satisfied
Kasalukuyan po kaming nagsusuffer dito sa Brgy. Anonas dahil sa patuloy na baha. Tatlong beses nang nabasa ang aming sahig nitong linggo. Hindi na namin alam kung kailan ito titigil. 😟,sad
Halos buong taon na walang nagaganap na road repair sa Brgy. Palina East Zone 4 kahit may budget na nakalaan para doon! Nasaan ang pera?! Sino ang susulit?! Nagtitiwala kaming may ginagawa pero WALA! 😡,angry
"Yung proseso ng business permit renewal sa City Hall, grabe ang tagal — ilang oras na pila para lang sa isang dokumento. Nakaka-stress lalo na sa mga maliliit na negosyante na kailangan pang isara ang tindahan para pumunta. Sana mag-implement na ng online renewal system o dagdagan ang processing windows para mapabilis ang serbisyo. Oras din ang pera eh. 🥴",satisfied
"Suggest ko lang po sana ayusin at palinisin pa ang Urdaneta City Public Market, lalo na tuwing umaga. Magdagdag ng maayos na pwesto at daanan para hindi masikip at mas maging komportable ang mga bumibili at nagtitinda.",satisfied
Suggest ko lang po sa LGU na maglagay ng watchtower o patrol booth sa Bypass Road ng Nancamaliran. Doon kasi madalas magnanakaw at wala halos ilaw. Sana mapagtuonan ng pansin. 🙏,satisfied
"Patuloy na pagtatapon ng basura sa ilalim ng SM Urdaneta footbridge. Karamihan ay iniiwan umano ng ilang tricycle drivers. Sana ay magkaroon ng proper trash bin, regular cleaning, at mas mahigpit na monitoring para maiwasan ito.",satisfied
"Helo sir ask lng po..baka may aksyon po tungkol dito..tama po b yan sir nakakagambala po kc sa daan po..sinakop nya ung sidelane,takaw disgrasya din sakali..",sad
Magandang kudos sa mga basurero namin sa Cayambanan! Kahit tag-ulan lagi silang dumadating. Hindi kami ngayon nag-aalala sa naiipon na basura. Maraming salamat! 💪😊,grateful
Natatakot na po kami lumabas sa gabi dito sa Palina East — wala halos ilaw at minsan may mga hindi kilalang tao sa kanto. Sana mapagtuonan na ng pansin ang kaligtasan namin dito. 😔,sad
"illegally parked vehicles infront of Cultural
Walang daaanan ang tao
kayo na nga lang ang nabiyayaan ay may ayuda, pakiusap wag nyo nang abalahin ang iba, walk way ng tao po yan",satisfied
"REKLAMO SA PORMAL NA PARAAN: Ang klase ng serbisyo ng aming garbage collector ay hindi na katanggap-tanggap — madalas hindi dumadating, minsan iniiwanan ang mga basura na nabunot nila! Sino ang mananagot dito?! Gusto naming tugunan ito ng opisyal! 😡",angry
